First_line,Author,References_or_purpose,TiS,AHB,AoV,All_together_books,NCH,Iona_books,CH4,UMH,VU_MV,StJ_StS,Lutheran_sources,Evangelical_Lutheran_Worship,Alleluia_Aotearoa_Faith_Forever_Singing,StF_FwS,Hymns_for_a_Pilgrim_People_Congregational,Presbyterian_Hymnal,Gather_2nd_Ed,Gather_comprehensive,Gather_Comprehensive_2,Ritual_Song,CP_Canada,CP_England,Column_24,Chalice,Zion_Still_Sings,The_Source,URW,Column_29,StF,Column_31,MP,Comments,Column_39,Column_40
Light one candle to watch for Messiah,(Wold),Ps 24; Mark 13:24-37; ,,,,,,,,,,,WoV630 / LBW630 / ,ELW240,,,,GtG085,,,,,,,,,,,,,,,,Not wild about the words.,,
Light rises in darkness when justice rules our lives,(Kimbrough/ Young),Ps 112,TiS 69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A lovely Psalm response. Could be used with a sung or read version of the Psalm. The TiS translation is quite inclusive. It's from the United Methodist Liturgical Psalter (1989).,,
Light shone in darkness,,,,,,,,,,,,,,ELW307,,,,,,,,,,,,,,,,,,,,,,
Light the Advent Candle,Manalo,Advent Candle Song (Northern Hemisphere specific),,,,,,,,,,,,,,SFFS 2090,,,,,,,,,,,,,,,,,,,,
Light the Fire ,(McKenna),,,,AoVNG90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light The Fire Again,,,,,,,,,,,,,,,,,,,,,,,,,,,,Srce427,,,,,,,,
Light transcendent / Peace In Our Time,(Brown),Matt 17:1-9; John 20:19; Eph 2:13-18; 2 Peter 1:17-18,,,,,,,,,,,,,,,,,,,,,,Tune In,,,,,,,,,,,,
Light up the candle,Mills,,,,AoVK-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not something we would use.,
Light Up The Fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,Srce428,,,,,,,,
Light's abode celestial Salem,(13th Century),,,,,,,,,,,,,,,A&M710,,,,,,,CP550,CP(E) 502,,,,,,82Hml-621,,,,,,
Light's glittering morn bedecks the sky,,,,,,,,,,,,,,,,A&M208,,,,,,,,CP(E) 149,,,,,,,,,,,,
Light's reddening dawn gleams through the sky,,,TiS 360,AHB 276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Like a Bird that spreads her wings,(Dufner),,,,,,,,,,,,,,,,,,,,,G(3)408,,,,,,,,,,,,,,
Like a Candle ,"(O'Brien, Ogilvie)",,,,AoVNG91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Like a candle burning wildly,(Mitchell),Matt 25:31-46; James 2; ,NCYC'97,,,ATFG582,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""WE are called to live the passion"". Good song. Particularly nice on guitar. Note that the NCYC version has good notes on how to play it on guitar.",,
Like A Candle Flame,(Kendrick),,,,,,,,,,,,,,,A&M74,,,,,,,,,,,SP21,Srce429,,,StF176,,MP420,,,
Like a Child love would send,(Damon),Mark 10:2-16,,,,,,,,,VU366,,,,,SFFS 2092,HPP86,,,,,,,,W&R162,Cha133,,,,,,,,"Simple song with lovely words about Christ as a child, and Christ's likeness in all kinds of children.",,
Like A Child Rests / As a child rests in its mother's arms,(Walker),Ps 131; ,,,AoV1-085,,,,,,,,,,,,,GtG474,,,,,,,,,PfAS131E,,,,,Lau453,,"Simple refrain; works well on its own and the verses are good. Note that PfAS and GtG have removed the beautiful extra beat in the 2nd bar, so try not to use that version! It's one of my favourite parts of this song. Listen to the version on the OCP website.",,
Like A Child that is quieted is my soul,(Ellenberger),Ps 131; ,,,,,,,,,,,,,,,,,,,,,,,,,PfAS131C,Srce430,,,,,,"A lovely simple refrain. It will work well just with the melody, but there are also some beautiful set harmonies that you could include if you have the singers.",,
Like a deer seeking streams of water / Como el ciervo,(Salinas),Ps 42; ,,,,,,,,,,,,,,,,,,,,,,,,,PfAS042A,,,,,,,OK.,,
Like a father watching over me,HEIDENROSLEIN / Hay,,,AHB 119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I miss this one, but the language is too dated.",
Like a healing stream,(Harding),Ps 65:09; Ps 68:09; Ps 98:07; Ps 104:25-26; Ps 105:41; Isa 35:6-7; Isa 44:03; Isa 48:18 ; Eph 3:14-21,,,,,,,,,MV144,,,,,,,,,,,,,SP&P073,,,,,,,,,,"Gentle folksy ballad with a lot of water imagery - healing stream, gentle rain, river strong and mighty sea. Would need to be introduced, but would catch on pretty quickly, I think.",,
Like A Lamb,,,,,,,,,,,,,,,,,,,,,,,,,,,,Srce431,,,,,,,,
Like a mighty river flowing,(Perry),"Lamentations 3:1-9, 19-24; Ps 104; Ps 119:105-112; Ps 145:1-5, 17-21; Ps 68:1-10, 32-35; Ps 84;",,,,,,,,,VU267,,,,,A&M711,,,,,,,,,W&R20,,SP288,,,,,Lau897,MP419,Lovely words.,,
Like a mother who has borne us,(Bechtel),Hos 11:1-9; 2 Tim 1:8-10; ,,,,,NCH583,,,,,StJ,,,,,,GtG044,,,,,,,,,,,,,,,,Very easy and intuitive tune.,,
Like a river glorious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MP421,,,
Like a River Glorious ,(Havergal),,,,,,,,,,,,,,,,HPP392,,,,,,,,W&R435,,,Srce2-381,,,,,,,,
Like a Rock,(Wehlander / Good),Ps 18:02; Ps 31:2-3; Ps 71:03; Ps 84:11; Ps 94:22; Ps 95:01; Matt 7:21-29;,,,,,,,,,MV092,,,,,,,,,,,,,SP&P099,,,,,,,,,,,,
Like a sea without a shore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lau84,,,,
Like A Shepherd he feeds his flock,(Dufford),,,,AoV1-160,,,,,,,,,,GA467,,,,G(II)251,GC325,GC(II)332,G(3)402,,,,,,,,,,,,Too masculine,,
Like a Shepherd I will feed you / We will rise again,Haas,,,,AoV1-136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Better songs for this passage out there,,
Like a Ship That's Toss'd and Driven / The Lord Will Make a Way Somehow (,,SOMEHOW,,,,,,,,,,,,,,,,,,,,,,,,Cha620,,,,,,,,"I like the version of this on the soundtrack to that Steve Martin movie, the name of which escapes me now.",,
Like a tender breath stirring ,,,,,,,,,,,,StS106,,,,,,,,,,,,,,,,,,,,,,,,
Like a tree beside the waters,(Martin),Jer 17:7-8,,,,,NCH313,,,,,,,,,,,,,,,,,,,,,,,,,,,"Good congregational words of richness From the waters. Tune is a little bit tricky, so will need to be introduced. It can also be sung to the more familiar HYFRYDOL.",,
Like a tree that's planted by the water,(African American),Ps 1; Ps 112;,,,,,,,,,,,,,,,,,,,,,,,,,,,URW223 (refrain 2),,,,,"This simple refrain would work well with Psalm 112, even though this book lists it for Psalm 1. ",,
Like a warm breeze / Building the Kingdom,(Robinson),,,,AoV2-011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Okay, words are not very interesting",,
Like as the deer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lau219,,,,
Like autumn leaves upon the ground / One by one you call us home,Mann,John 10:3; John 13:1-11,,,,ATN 38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Like Burning Incense (Ps 141),(True),Ps 141,,,,,,,,,,,,,GA013,,,,G(II)12,GC12,,,,,,,PfAS141B,,,,,,,"A moving arrangement of the Psalm, set to a laid-back jazz-inspired arrangement of the well known hymn tune PICARDY. You could use the refrain on its own as a response to Intercessions. If using the full Psalm, use a cantor for the verses, as the congregation might get confused by the unusual arrangement of the tune. ",,
Like fireworks in the night,(Fraser),,,,,,,,CH584,,,,,,,,,,,,,,,,,,,,,,,,,,,
Like Miriam who danced to praise,Keithahn,Dance; Exod 15; 2 Sam 6,,,,,,,,,,,,,,SFFS 2120,,,,,,,,,,,,,,,,,,Probably good. Good words. Dance focus.,,
Like rivers in the desert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lau332,,,,
Like the deer that yearns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lau47,,,,
Like the murmur of the dove's song,(Daw),Matt 3:1-12; Mark 1:9-13; Lk 3:1-20; Lk 3:21-22; John 1:29-34; John 3:8;  John 15:1-11; 1 Co 12:12-31a; 1 Thess 5:16-24; Acts 1:1-11; Acts 2:1-21; Acts 4:32-35; John 16:12-15; Ezekiel 37:5-6; Matt 3:15-17; Lk 3:21-22; 1 Co 12:4-11; 1 Co 12:12-13; Acts 1:3-11; Ro 8:26-30; Eph 4:1-6; Mark 1:2-15; 2 Tim 1:6-7,TiS 419,,,,NCH270,,CH592,UMH544,VU205,,WoV685,ELW403,,A&M252,HPP222,GtG285 / PH314,,,,,CP635,CP(E) 185,W&R327,Cha245,SP92,,,82Hml-513,StF389,,,,BRIDEGROOM,
Like the sun upon my skin / God's mercy,(Anderson),,Tune In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Like the woman at the well I was seeking / Fill my cup,(Blanchard),John 4:5-15,,,TOSB043,,,,,,,,,,,,,,,,,,,,,Cha351,,,,,,,,Tacky.,FILL MY CUP,
Like the woman of old (wellsprings),(Stewart),Isa 49:15; John 4 ; Isa 55:1,NCYC'99,,,ATW 435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Like when the Israelites needed the manna,Holmes,,,,,ATOK 353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lion and lamb lying together,,,,,,,,,,,,,,,,,,,,,,,CP597,,,,,,,,,,,,,
Listen all who hear / Break Open The Word...,Paxton,,,,AoV1-038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Doesn't grab me,,
Listen God is calling,(Tanzanian traditional),"1 Sam 3:7-10; Isa 40:01; Isa 61:1-3; Matt 11:16-19, 25-30;",,,,,,,,,MV097,StJ,WoV712,ELW513,,,,GtG456,,,,,,,,,,,,,,,,,"A simple chorus ""Listen God is calling, through the word inviting, offering forgivenss, comfort and joy",
Listen Lord,(Bell / Maule),,,,,,,Iona (LFB),,,,,,,,,,,,,,,,,,,,,,,,Lau930,,"Beautiful chant-like chorus, can be used on its own. Intercessions.",LISTEN LORD,
Listen more often to things than to beings / Breaths,(Diop),,SgTJ1001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Listen now for the Gospel!,(Zimbabwean traditional),,,,,,,,CH779,,,,,,,,,,,,,,,,,,,,,,,,,,,
Listen Sisters Listen Brothers,(Winfrey-Gillette),Matt 28; Great commission; ,Online resource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.hymntime.com/tch/htm/l/i/s/listsist.htm,,
Listen to my cry Lord,(Ten Harmsel),Ps 61; ,,,,,,,,,,,,,,,,,,,,,,,,,PfAS061A,,,,,,,,,
Listen to the song of the wind,(Turner),,,,,,,,,,,,,,,,,,,,,,,,,,,,URW416,,,,,,,
Listen to the word which God has spoken,(Canadian original),,,,,,,,CH780,,,,,,,,,GtG455,,,,,,,,,,,,,,,,A nice simple chant or round. Could be used well to help people focus and be ready for the readings.,,
Listen to your Saviour call,(Cowper),John 21:15-16; ,,,,,NCH250,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORIENTIS PARTIBUS,
Listening God you hear us when we cannot speak,Marjorie Dobson,Noel Nouvelet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,StF524,,,,,
Litany for the Breaking of Bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lau597,,,,
Litany of Mary / Letanía de la Santísima Virgen María,,,,,,,,,,,,,,,,,,,,,,G(3)890,,,,,,,,,,,,,,
Litany of Ministry,,,,,,,,,,,,,,,,,,,,,,,,,,Cha451,,,,,,,,,,
Litany of the Saints,,,,,,,,,,,,,,,,,,,,GC795,GC(II)787,,,,,,,,,,,,,,,
Litany of the Saints,,,,,,,,,,,,,,,,,,,,GC796,GC(II)788,,,,,,,,,,,,,,,
Litany of the Saints (Walsh),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lau369,,,,
Litany of the Spirit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lau295,,,,
Litany of the Word (Advent Litany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lau64,,,,
Little Bethlehem of Judah,(Seerveld),Micah 5:2-4,,,,,NCH113,,,,,,,,,,,,,,,,,,,,,,,,,,,Not particularly interesting,WESTRIDGE,
Little child for you,(Brown / Allerding),1 John 4:19; Infant baptism,Church copies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little children welcome!,(Pratt Green),,,,,,NCH323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Heart of Ages,,,,,,,,,,,,,,,,,,,G(II)578,GC804,,,,,,,,,,,,,,,,
Little man Zaccheus / Guest of a sinner,(Mann),,,,,ATAR613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little one born to bring us such love,,Hymn for a funeral of a small child; very simple tune and beautiful words of comfort.,,,,,,,,,,,,,FFS44,,,,,,,,,,W&R683,,,,,,,,,,,
Live a river of tears,(Oldham),Exod 3:2; Exod 13:21; Ps 46:04,,,,,,,,,MV098,,,,,,,,,,,,,,,,,,,,,,,"A bit tacky, I think.",,
Live in charity / Living Charity / Where true charity / Ubi Caritas,(Berthier),John 15:9-16; 1 Co 13:1-13; 1John 4:7-21; Triduum,,Taizé,,,,,CH801,,MV170,StJ,WoV665,ELW653,GA324,SFFS 2179,,GtG205,,GC408,GC(II)430,G(3)500,CP553,,W&R399,Cha523,,,URW394,,StF783,Lau244b,,"Usually sung in Latin, but can be sung as ""Live in charity and steadfast love, live in charity; God will dwell with you."" ",http://www.Taizé.fr/en_article503.html,
Live into hope of captives freed,(Parker Huber),Isa 61; Lk 4:16-21; ,,,,,,,,,VU699,,,,,,,GtG772 / PH332,,,,,,,,,,,,,,,,"Excellent words of justice, sung to the very familiar tune TRURO.",,
Live the Gospel ,(Maher),,,,AoVNG92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Living Christ bring us love,(Damon),,,,,,,,,,VU599,,,,,,,,,,,,,,,,,,,,,,,,,
Living Christ you call us here,(Bennett),Communion; John 6:56-69; John 14:6; ,,,,,,,,,,,,,HiOS090,,,,,,,,,,,,,,,,,,,,,
Living for Jesus,(Chisolm),,,,,,,,,,,,,,,SFFS 2149,,,,,,,,,,Cha610,,,,,,,,Lame,,
Living God your word has called us,,,,,,,,,,,,,,,,A&M366,,,,,,,,,,,SP177,,,,,,,,,
Living in the Imagination of God,,,,,,,,,,,,,,,,,,,,,,,,,,,ZSS141,,,,,,,,,
Living Lord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lau772,,,,
Living Lord of love's dominion,,,,,,,,,,,,,,,,,,,,,,,CP453,,,,,,,,,,,,,
Living Spirit Holy Fire,(Duck),ACTS 2:1–11,,,,,,,,,,,,,,,,,,,,G(3)549,,,,,,,,,,,,"Lovely words, and a simple flowing tune, includes a Veni Sancte Spiritus. ",*add*,
Living under the shadow of his wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MP423,,,
Living Water,,,,,,,,,,,,,,,,,,,,,,,,,,,,Srce434,,,,,,,,
Living Word of God Eternal ,"Komm, O Komm, Du Geist Des Lebens",,,,,,,,,,,,,,,,,PH512,,,,,,,,,,,,,,,,,,
Lo God is here! let us adore,,,,,,,,,,,,,,,,,,,,,,,CP327,,,,,,,,,,,,,
Lo God is here! let us adore,,,,,,,,,,,,,,,,,,,,,,,CP328,,,,,,,,,,,,,
Lo he comes with clouds descending,(Cennick),,TiS 273,AHB 201,,,,,CH477,UMH718,VU025,,LBW027,ELW435,,A&M41,,GtG348 / PH006,,,,,CP114,CP(E) 31,W&R318,,,Srce435,,82Hml-057/8,StF177,Lau109,MP424,"Isa 6:2-3; 1 Thess 4:13-18; John 18:1-19:42; Phil 2:1-13; Rev 1:4-8; Rev 22:12-14, 16-17, 20-21",HELMSLEY,
Lo how a Rose e'er blooming / Behold a rose is growing,(German 15h Century),"Isa 11:1-10; Isa 35:1-10; John 1:1-14; Matt 1:18-25; Matt 11:16-19, 25-30; Ps 139; Col 1:19-20; John 1:10-14; Lk 1:16-38; Lk 2:1-20; ",TiS 294,,,,NCH127,,,UMH216,VU008,,LBW058,ELW272,,,HPP133,GtG129 / PH048,,GC368,GC(II)373,G(3)451,CP117,,W&R190,Cha160,,,,82Hml-081,,,,"I love this song, but I'm not sure what it really means.",ES IST EIN ROS,
Lo how a Rose e'er blooming / Behold a rose is growing,(Scripture passage),Isa 11:1-10,,,,,,,,,,,,,,,,,,,,,,,,Cha126,,,,,,,,A responsive reading and sung response based on a familiar hymn.,,
Lo I Am With You to the end of the world,(Iona / Bell),PRESENCE,,,,,,Iona (T1AU / Enemy of Apathy),,,,,,,,,,,,,,,,,,Cha430,,,,,,,,Matt 28:20; Maundy Thursday; Communion,"Simple repetitive verses, in a nice minor key.",
Lo matou Tama e Kelemete Taale,,Romans 12:1; Col 3:23,,,,,,,,,,,,,AA090,,,,,,,,,,,,,,,,,,,,,
Lo now ascends the morning sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,STB194,,,,,,,,
Lo round the throne a glorious band,(Hill),,,AHB 375,,,,,,,,,,,,A&M305,,,,,,,CP279,CP(E) 223,,,,,,,,,,,,
Lo what a cloud of witnesses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82Hml-545,,,,,,
Loaves were broken words were spoken,(Stuempfle),Communion,,,,,,,,,,,,,,,,GtG498,,,,,,,,,,,,,,,,Excellent words for communion sung to the familiar tune BEACH SPRING.,,
Lonely the Boat / Kahm Kahm hahn Born Sanaoon,Bai,Matt 8:23-27; Mark 4:35-41; Lk 8:22-25,,,,,,,,UMH476,,,,,,,,GtG185 / PH373,,,,,,,,,,,,,,,,"Simple Korean melody to this storytelling song. I would only sing the first 3 verses, although others may find the last two meaningful as well.",,
Long ago and far away,(Mayberry),1 Co 11:23-26; Lk 2:22-40; Mark 10:2-16; ,,,,,,,,,MV195,,,,,,,,,,,,,,,,,,,,,,,,,
Long ago in depths of winter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lau163,,,,
Long ago prophets knew,(Pratt Green / THEODORIC),Isa 7:14; Isa 9:2-7; Matt 2:1-12; Lk 1:26-38; Rev 21:1-4; Rev 21:5-8; John 1:1-14; John 1:1-14; Lk 1:26-38; Matt 2:1-12; Matt 26:14-27:66,TiS 283,,,,,,,,,,,,,A&M75,HPP87,,,,,,,CP(E) 58,W&R167,,,Srce2-382,,,StF178,Lau116,,,,
Long ago you taught your people,,,,,,,,,,,,,,,,A&M496,,,,,,,,,,,SP160,,,,,,,,,
Long before my journey’s start / Wisdom my road,(Warner),Prov 3:17-18; Prov 8:34; Song of Songs 7:8-9; John 15:1-8;,,,,,,,,,MV063,StJ,,,,,,,,,GC(II)500,G(3)583,,,,,,,,,,,,Song for Wisdom. Pretty straightforward.,,
Long before the mountains came to be,(Whitaker),Ps 90,,,,,,,,,,,,,,,,,,,,G(3)716,,,,,,,,,,,,"Spirit and Song website has a terrible sound sample, but the lyrics are really good.",,
Long before the night was born,(McDade),,,,,,,,,,VU282,,,,,,,,,,,,,,,,,,,,,,,Need to check the tune.,,
Long Have I Waited / Come back to me / Hosea,(Norbet),Hosea 2:14-20; HOSEA 3:3; HOSEA 6:1; HOSEA 21 ; JOEL 2:12,,,AoV1-030,,,,,,,,,,GA213,,,,G(II)282,GC386,GC(II)405,G(3)484,,,,,,,,,,Lau842,,Quite beautiful song of return to God,,
Long long ago when the roads were rough / Ready Set Go,(Robinson),,,,,ATFG523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long time ago in Bethlehem / Mary's boy child,(Hairston),Christmas,,,TOSB141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""And man will live forevermore because of Christmas day"" a bit problematic",,
Longing for light we wait in darkness (christ be our light),(Farrell),Matt 4:16; John 8:12; Ro 8:19 ; 1 Co 12:4-6; 2 Co 4:6 ; Isa 9:2,,,AoV2-003,ATOK 313,,,CH543,,,StJ,,ELW715,GA404,A&M042,,GtG314,,,GC(II)512,G(3)590,,,,,SP13,,URW114,,StF706,Lau883,,Definitely,,
Longing for you in wilderness wasting,(Loukes),Ps 23,,,,,,,,,,,,,,,,,,,,,,Tune In,,,,,,,,,,,,
look,,,,,,,,,,,,,,,,,,,,,,,CP604,,,,,,,,,,,,,
Look and learn From the birds of the air,,,,,,,,"Iona (SBL, Common Ground)",,,,,,,,,,,,,,,,,,,,,,,,Lau781,,,,
Look around you,(Ferguson),,,,,,,,,,,,,,HiOS092,,,,,,,,,,,,,,,,,,,,,
Look around you can you see,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,StF525,Lau936,,,,
Look beyond,(Ducote),John 6; JOHN 6:30–31; JOHN 6:50–51; JOHN 6:58; JOHN 6:67–68 ,,,,ATA 183,,,,,,,,,,,,,G(II)607,GC843,GC(II)837,,,,,,,,,,,,,,,
Look forward in faith,Cardross,Ps 31,,,,,,,CH237,,,,,,,,,,,,,,,,,,,,,,,,,,,
Look From your sphere of endless day,(Bryant),,,,,,,,,,,,LBW402,,,,,,,,,,,,,,,,,,,,,,,
Look in wonder,(Murray),,,,,,,,,,,,,,HiOS093,,,,,,,,,,,,,,,,,,,,,
Look now he stands,(Utech),,,,,,,,,,,,LBW152,,,,,,,,,,,,,,,,,,,,,,,
Look there! the Christ our Brother comes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82Hml-196/7,,,,,,
Look to Christ,(Haas),,,,,,,,,,,,,,,,,,,,,G(3)779,,,,,,,,,,,,"Schmaltzy, but OK.",,
Look to the heavens,(Garcia),,,,AoVK-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Probably not.,
Look to the skies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MP425,,,
Look toward Christmas!,(Murray),Advent,,,,,,,,,,,,,CoC30,,,,,,,,,,,,,,,,,,,"I particularly like tune (i). A fun song looking forward to Christmas. I don’t know if it would last the distance of singing it every week before Christmas, but it might. Quite good for kids.",,
Look up look down,(Sherman),,,,AoVK-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nop.,
Look upon us blessèd Lord,(Clausnitzer),,,,,,,,CH601,,,,,,,,,,,,,,,,,,,,,,,,,,,
Look What The Lord Has Done,,,,,,,,,,,,,,,,,,,,,,,,,,,,Srce437,,,,,,,,
Look what you've done in my life ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Srce2-383,,,,,,,,
Look who gathers at Christ's table,(Troeger),Communion,,,,,,,,,,,,,,,,GtG506,,,,,,,,,,,,,,,,,,
Look ye saints the sight is glorious!,,,,,,,,,CH439,,,,LBW156,,,A&M231,,,,,,,,CP(E) 171,,,,Srce2-384,,,,,MP426,,,
Lord accept the gifts we offer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lau604,,,,
Lord and lover of creation,(Bell / Maule),Marriage,,,,,,Iona (LFB),,,,,,,,A&M345,,,,,,,CP288,,,,SP132,,,,,,,Good. Can be used for any romantic union commitment ceremony,WESTMINSTER ABBEY,
Lord as a pilgrim through life I go,(Malmivaara),,,,,,,,,,,,LBW485,,,,,,,,,,,,,,,,,,,,,,,
Lord as I wake,,,,,,,,,,,,,,,,A&M5,,,,,,,,,,,SP1,,,,,Lau672,,,,
Lord as the day begins,(Dudley-Smith),"OK. Note masculine language for Spirit, which is kind of weird, but that can easily be substituted. The rest is a good commitment for the start of the day",,,,,,,,,,,,,,A&M6,,,,,,,CP004,CP(E) 4,,,,,,,,Lau669,,,,
Lord as the earth welcomes showers of rain,,,,,,,,,,,,,,,,,,,,,,,,,,,,STB090,,,,,,,,
Lord be glorified,BE GLORIFIED,,,,,,,,,,,,,ELW744,,,,,,,,,,,,,,Srce438,,,,,,,,
Lord be the rising,(Sears),,,,,ATAR676,,,,,,,,,,,,,,,,,,,,,,,,,,,,This is quite lovely. The tune is simple and the words seek God in all goodness.,,
Lord be thy word my rule,(Wordsworth),,,,,,,,,,,,,,,,,,,,,,CP480,CP(E) 209,,,,,,82Hml-626,,,,,,
Lord bend your ear,(Honoré),Ps 17; ,,,,,,,,,,,,,,,,,,,,,,,,,PfAS017A / PfAS017B,,,,,,,A very simple refrain which can be used with a read or chanted version of the Psalm. ,,
Lord bid your servant go in peace,(Quinn),Lk 2:22-40,TiS 324,AHB 248,,,,,,,,,,,,,,GtG545 / PH603,,,,,,,,,PfAS1051,,,,,,,Inclusive save for the last verse which is a Trinitarian blessing. Familiar American foLk tune,LAND OF REST,
Lord bless and pity us,(Scottish Psalter),,,AHB 17,,,,,CH045,,,,,,,,,,,,,,,,,,,,,,,,,,AHB too masculine.,
Lord bring the day to pass,(Fraser),Gen 1:1-2:4a; Isa 24:5-19; Isa 46:10; ,,AHB 106,,,,,CH238,,,,,,,A&M543,,,,,,,,CP(E) 257,,,,,,,,,,,Excellent words. Care for the earth. New heavens and earth.,
Lord can this really be?,Rutherford,Just don't like it.,,,,,,,CH205,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lord chasten not in anger,(Walhout),Ps 6; ,,,,,,,,,,,,,,,,,,,,,,,,,PfAS006A,,,,,,,A good metrical psalm.,,
Lord Christ at your first eucharist you prayed,,,TiS 521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lord Christ true peace of all above,(Moore),1 Thess 5:23-24; 2 Co 13:11-13; Gal 6:1-2; John 17:20-26; Ro 15:13; Eph 6:23-24; Heb 6:13-20; Heb 13:1-3; Heb 13:20-21,TiS 623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A lovely, simple inclusive, and old fashioned, benediction song.",,
Lord Christ we praise your sacrifice,(Gaunt),,TiS 251,,,,,,,,,,,,,,,,,,,,CP633,,,,,,,,StF359,,,,,
Lord Christ when first thou cam'st to men,(Bowie),Zech 12:10; Matt 24:30; Mark 14:62; Rev 1:7,,AHB 208,,,,,,,,,LBW421,ELW727,,,,PH007,,,,,,,,,,,,82Hml-598,,,,"PH more inclusive than AHB (""First you came to Earth"" rather than ""came to men""). Archaic poetry language.",,
Lord come and heal your Church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MP427,,,
Lord Come and Save Us,(Ancell),,,,,,,,,,,,,,GA083,,,,G(II)124,GC140,,,,,,,,,,,,,,,,
Lord Dismiss Us with Thy Blessing ,(Fawcett),Ps 3:8,,,,,NCH077,,,UMH671,,,LBW259,ELW545,,,HPP579,GtG546 / PH538,,,,,CP570,CP(E) 503,W&R748,,,,,82Hml-344,,,,2 Co 13:11-13; Ps 67,SICILIAN MARINERS,
Lord draw near,(Bell),Ps 69; ,,,,ATOK 321,,Iona (T1AU),,,,,,,,,,,,,,,,,,,PfAS069C,,,,,,,"Simple chant ""Lord draw near (x2) Draw near (x2) and stay"". PfAS uses it as a Psalm refrain. ",,
Lord Emmanuel Come,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lau82,,,,
Lord enthroned in heavenly splendor,(Bourne),Isa 11:1-4; Isa 11:6-11; 1 Co 5:7-8; 1 Co 10:1-5; Acts 1:3-11; Heb 6:13-20; Heb 7:20-28; Rev 1:1-6; Rev 5:11-14,TiS 520,AHB 441,,,NCH258,,,,,,LBW172,ELW475,,A&M453,,PH154,,,,,CP084,CP(E) 311,,,,Srce2-385,,82Hml-307,StF593,Lau769,MP431,"NCH has ""Christ, enthroned in heavenly splendour""",,
Lord every nation on earth shall adore you,(Proulx),Ps 72; ,,,,,,,,UMH225,,,,,,,,,,,,,,,,,PfAS072C,,,,,,,Responsive refrain of the Nunc Dimittis,,
Lord for ever at thy side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82Hml-670,,,,,,
